Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,8939690,-,-,-,-22.82,-47.07,0,609,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,AOD,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2021,1,1,0,0,23.1,0.79,0.195,0.62,0,0,0,0,7,21.700000000000003,0,0,0,0,0.252,91.68,114.65,0.9500000000000001,0.16,945,4.9,318,0.9
2021,1,1,1,0,22.6,0.8,0.169,0.62,0,0,0,0,7,21.3,0,0,0,0,0.253,92.51,124.10000000000001,0.9500000000000001,0.16,945,4.7,341,0.9
2021,1,1,2,0,22,0.8200000000000001,0.147,0.62,0,0,0,0,7,20.8,0,0,0,0,0.254,93.11,130.98,0.9400000000000001,0.16,944,4.5,0,1.3
2021,1,1,3,0,21.700000000000003,0.8300000000000001,0.139,0.62,0,0,0,0,7,20.5,0,0,0,0,0.254,92.69,134.1,0.9400000000000001,0.16,943,4.5,4,1.5
2021,1,1,4,0,21.400000000000002,0.8200000000000001,0.14100000000000001,0.62,0,0,0,0,8,20.400000000000002,0,0,0,0,0.255,93.8,132.72,0.9400000000000001,0.16,943,4.5,358,1.2000000000000002
2021,1,1,5,0,21.200000000000003,0.79,0.15,0.62,0,0,0,0,5,20.400000000000002,0,0,0,0,0.255,95.10000000000001,127.18,0.9500000000000001,0.16,943,4.6000000000000005,345,0.8
2021,1,1,6,0,20.8,0.76,0.166,0.62,0,0,0,0,7,20.3,0,0,0,0,0.255,96.8,118.61,0.9500000000000001,0.16,943,4.6000000000000005,340,0.6000000000000001
2021,1,1,7,0,20.6,0.75,0.179,0.62,0,0,0,0,8,20.200000000000003,0,0,0,0,0.256,97.5,108.08,0.9500000000000001,0.16,944,4.6000000000000005,348,0.6000000000000001
2021,1,1,8,0,20.6,0.73,0.185,0.62,0,0,0,0,8,20.200000000000003,0,0,0,0,0.256,97.63,96.34,0.9500000000000001,0.16,945,4.6000000000000005,350,0.8
2021,1,1,9,0,21.8,0.73,0.185,0.62,44,167,62,7,7,20.6,22,0,7,22,0.256,92.71000000000001,83.72,0.9500000000000001,0.16,945,4.6000000000000005,347,1.6
2021,1,1,10,0,23.400000000000002,0.73,0.179,0.62,99,519,270,0,7,20.400000000000002,106,10,0,109,0.256,83.38,70.81,0.9500000000000001,0.16,945,4.5,326,1.9000000000000001
2021,1,1,11,0,24.900000000000002,0.77,0.168,0.62,125,706,504,0,7,20.1,115,2,0,116,0.255,74.91,57.51,0.9400000000000001,0.16,945,4.5,311,2.2
2021,1,1,12,0,25.900000000000002,0.8300000000000001,0.149,0.62,135,818,723,0,7,19.8,304,66,0,351,0.253,68.9,43.99,0.9400000000000001,0.16,945,4.5,301,2.3000000000000003
2021,1,1,13,0,26.6,0.86,0.14400000000000002,0.62,143,875,898,0,7,19.5,391,101,0,478,0.252,65.03,30.32,0.93,0.16,945,4.5,291,2.3000000000000003
2021,1,1,14,0,27.1,0.88,0.14300000000000002,0.62,149,904,1015,0,7,19.3,283,3,0,286,0.251,62.550000000000004,16.57,0.93,0.16,945,4.5,281,2.3000000000000003
2021,1,1,15,0,27.3,0.89,0.14300000000000002,0.62,151,915,1066,0,8,19.200000000000003,435,46,0,481,0.251,61.28,2.77,0.93,0.16,945,4.5,272,2.3000000000000003
2021,1,1,16,0,27.5,0.9,0.139,0.62,148,915,1046,0,7,19.200000000000003,209,1,0,210,0.251,60.45,11.040000000000001,0.93,0.16,944,4.4,270,2.3000000000000003
2021,1,1,17,0,27.8,0.91,0.128,0.62,137,904,957,0,7,19.1,452,137,0,577,0.252,59.32,24.82,0.92,0.16,944,4.3,276,1.9000000000000001
2021,1,1,18,0,27.900000000000002,1,0.099,0.62,113,891,810,0,7,19.1,364,161,0,489,0.253,58.64,38.53,0.91,0.16,943,4.3,285,1.4000000000000001
2021,1,1,19,0,27.6,1.01,0.097,0.62,100,827,608,0,0,19,100,827,0,608,0.253,59.58,52.120000000000005,0.9,0.16,943,4.3,296,0.9
2021,1,1,20,0,27.1,1.02,0.099,0.62,82,708,375,0,0,19.400000000000002,82,708,0,375,0.254,62.67,65.53,0.89,0.16,943,4.3,324,0.30000000000000004
2021,1,1,21,0,25.700000000000003,1.03,0.11800000000000001,0.62,57,438,143,0,6,20.5,62,3,0,63,0.254,73.08,78.63,0.91,0.16,944,4.3,69,0.30000000000000004
2021,1,1,22,0,24.5,1.04,0.129,0.62,0,0,0,0,6,20.8,0,0,0,0,0.253,79.98,91.43,0.92,0.16,944,4.3,111,0.5
2021,1,1,23,0,23.5,1.04,0.13,0.62,0,0,0,0,7,20.8,0,0,0,0,0.252,85,103.53,0.91,0.16,945,4.2,119,0.6000000000000001
2021,1,2,0,0,22.700000000000003,1.05,0.147,0.62,0,0,0,0,1,21,0,0,0,0,0.251,89.95,114.62,0.92,0.17,945,4.2,121,0.7000000000000001
2021,1,2,1,0,22.200000000000003,1.06,0.162,0.62,0,0,0,0,0,20.900000000000002,0,0,0,0,0.251,92.15,124.10000000000001,0.92,0.17,945,4.2,118,0.9
2021,1,2,2,0,21.8,1.07,0.16,0.62,0,0,0,0,7,20.700000000000003,0,0,0,0,0.25,93.68,131.02,0.92,0.17,945,4.2,111,1.2000000000000002
2021,1,2,3,0,21.400000000000002,1.09,0.191,0.62,0,0,0,0,0,20.6,0,0,0,0,0.25,95.21000000000001,134.18,0.9400000000000001,0.17,944,4.2,104,1.4000000000000001
2021,1,2,4,0,21,1.11,0.2,0.62,0,0,0,0,1,20.400000000000002,0,0,0,0,0.25,96.53,132.83,0.9500000000000001,0.17,944,4.1000000000000005,102,1.4000000000000001
2021,1,2,5,0,20.700000000000003,1.11,0.184,0.62,0,0,0,0,0,20.200000000000003,0,0,0,0,0.25,96.98,127.31,0.9500000000000001,0.17,943,4,101,1.3
2021,1,2,6,0,20.5,1.12,0.194,0.62,0,0,0,0,3,20,0,0,0,0,0.249,97.10000000000001,118.75,0.9500000000000001,0.17,943,4,100,1.4000000000000001
2021,1,2,7,0,20.400000000000002,1.1300000000000001,0.189,0.62,0,0,0,0,3,19.900000000000002,0,0,0,0,0.249,96.91,108.22,0.9500000000000001,0.17,943,4.1000000000000005,106,1.3
2021,1,2,8,0,20.400000000000002,1.1300000000000001,0.162,0.62,0,0,0,0,1,19.900000000000002,0,0,0,0,0.248,96.76,96.48,0.9500000000000001,0.17,944,4.1000000000000005,110,1.5
