Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,8939690,-,-,-,-22.82,-47.07,0,609,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,AOD,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2022,1,1,0,0,21.400000000000002,1.32,0.122,0.62,0,0,0,0,5,20.700000000000003,0,0,0,0,0.268,95.53,114.66,0.91,0.16,940,4.2,338,1.4000000000000001
2022,1,1,1,0,21.1,1.32,0.108,0.62,0,0,0,0,0,20.5,0,0,0,0,0.267,96.22,124.10000000000001,0.91,0.16,940,4.2,347,1.5
2022,1,1,2,0,20.8,1.32,0.097,0.62,0,0,0,0,8,20.200000000000003,0,0,0,0,0.266,96.53,130.97,0.91,0.16,940,4.1000000000000005,353,1.7000000000000002
2022,1,1,3,0,20.400000000000002,1.31,0.089,0.62,0,0,0,0,7,19.900000000000002,0,0,0,0,0.266,96.95,134.08,0.91,0.16,940,4,357,1.8
2022,1,1,4,0,19.8,1.3,0.085,0.62,0,0,0,0,8,19.400000000000002,0,0,0,0,0.266,97.84,132.69,0.9,0.16,939,3.9000000000000004,0,1.6
2022,1,1,5,0,19.3,1.3,0.083,0.62,0,0,0,0,8,19,0,0,0,0,0.267,98.37,127.15,0.9,0.16,939,3.9000000000000004,7,1.6
2022,1,1,6,0,18.900000000000002,1.29,0.089,0.62,0,0,0,0,8,18.6,0,0,0,0,0.267,98.29,118.57000000000001,0.91,0.16,939,3.8000000000000003,10,1.5
2022,1,1,7,0,18.6,1.29,0.093,0.62,0,0,0,0,8,18.3,0,0,0,0,0.267,97.83,108.05,0.91,0.16,939,3.8000000000000003,11,1.4000000000000001
2022,1,1,8,0,18.5,1.28,0.093,0.62,0,0,0,0,7,18.2,0,0,0,0,0.267,97.9,96.31,0.91,0.16,940,3.9000000000000004,11,1.5
2022,1,1,9,0,19.6,1.27,0.095,0.62,35,313,69,7,7,18.900000000000002,23,0,7,23,0.267,95.60000000000001,83.68,0.92,0.16,941,4,13,2.1
2022,1,1,10,0,21.6,1.28,0.088,0.62,69,657,286,0,8,20,168,113,0,206,0.267,90.39,70.77,0.91,0.16,941,4.1000000000000005,2,2.4000000000000004
2022,1,1,11,0,23.8,1.28,0.076,0.62,84,815,523,0,7,20.200000000000003,211,41,0,232,0.266,80.47,57.480000000000004,0.9,0.16,942,4.3,351,3.1
2022,1,1,12,0,25.3,1.27,0.069,0.62,93,896,738,0,8,20.1,310,313,0,535,0.264,72.85000000000001,43.96,0.89,0.16,942,4.6000000000000005,349,3.6
2022,1,1,13,0,25.700000000000003,1.25,0.067,0.62,100,940,912,0,4,20,333,2,0,335,0.261,70.99,30.29,0.9,0.16,942,4.7,349,4
