Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,8939690,-,-,-,-22.82,-47.07,0,609,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,AOD,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2020,1,1,0,0,25.3,1.19,0.181,0.62,0,0,0,0,7,20.3,0,0,0,0,0.268,73.89,114.67,0.93,0.16,941,3.7,98,1.9000000000000001
2020,1,1,1,0,24.5,1.19,0.17300000000000001,0.62,0,0,0,0,4,20.400000000000002,0,0,0,0,0.268,77.83,124.10000000000001,0.92,0.16,941,3.7,82,1.7000000000000002
2020,1,1,2,0,23.8,1.2,0.163,0.62,0,0,0,0,3,20.3,0,0,0,0,0.267,81.04,130.95,0.92,0.16,941,3.7,63,1.4000000000000001
2020,1,1,3,0,23.3,1.21,0.157,0.62,0,0,0,0,7,20.200000000000003,0,0,0,0,0.266,82.91,134.05,0.92,0.16,940,3.7,41,1.2000000000000002
2020,1,1,4,0,22.900000000000002,1.21,0.153,0.62,0,0,0,0,7,20.1,0,0,0,0,0.265,84.27,132.64000000000001,0.92,0.16,940,3.7,20,1.3
2020,1,1,5,0,22.6,1.21,0.149,0.62,0,0,0,0,3,20,0,0,0,0,0.264,85.44,127.09,0.91,0.16,939,3.7,7,1.4000000000000001
2020,1,1,6,0,22.200000000000003,1.2,0.149,0.62,0,0,0,0,3,20,0,0,0,0,0.264,87.38,118.51,0.92,0.16,939,3.7,2,1.5
2020,1,1,7,0,21.900000000000002,1.19,0.155,0.62,0,0,0,0,7,20,0,0,0,0,0.264,89.01,107.98,0.92,0.16,939,3.8000000000000003,355,1.4000000000000001
2020,1,1,8,0,21.8,1.17,0.161,0.62,0,0,0,0,7,20.1,0,0,0,0,0.265,90.17,96.24000000000001,0.93,0.16,940,3.9000000000000004,344,1.5
2020,1,1,9,0,23.400000000000002,1.16,0.16,0.62,40,229,66,7,3,20.5,48,1,7,48,0.265,83.59,83.62,0.93,0.16,941,4,338,2.4000000000000004
